CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7003401,3812,8.0,4.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Single,22425.0,0,2.0,545152.0,West,Half Yearly,1,1.0
7003402,7091,28.0,43.0,Agent,Small Business,Diploma,Male,5,Manager,5.0,Single,28364.0,1,14.0,914739.0,West,Yearly,3,1.0
7003403,6336,32.0,19.0,Agent,Large Business,Engineer,Female,2,AVP,6.0,Married,0.0,0,4.0,969469.0,West,Monthly,9,3.0
7003404,4619,5.0,28.0,Agent,Small Business,Under Graduate,Female,5,Manager,4.0,Married,21997.0,0,3.0,711383.0,West,Yearly,9,1.0
7003405,4040,20.0,4.0,Agent,Small Business,Under Graduate,Male,5,Executive,5.0,Married,21261.0,0,2.0,504949.0,West,Yearly,1,3.0
7003406,4542,27.0,5.0,Agent,Small Business,Under Graduate,Female,5,VP,4.0,Married,37849.0,0,11.0,763036.0,West,Yearly,15,3.0
7003407,7243,22.0,22.0,Agent,Salaried,Graduate,Male,5,VP,5.0,Married,38122.0,0,4.0,738804.0,North,Yearly,10,3.0
7003408,3970,20.0,20.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,2.0,Single,20896.0,1,2.0,484369.0,North,Yearly,1,3.0
7003409,4123,4.0,21.0,Agent,Salaried,Graduate,Female,4,Senior Manager,5.0,Married,25771.0,0,2.0,692724.0,North,Half Yearly,8,1.0
7003410,4182,21.0,4.0,Third Party Partner,Salaried,Graduate,Female,5,Executive,6.0,Married,23231.0,0,7.0,522698.0,North,Yearly,4,4.0
7003411,4695,14.0,19.0,Agent,Salaried,Post Graduate,Male,4,Manager,2.0,Married,22359.0,0,1.0,807607.0,West,Half Yearly,3,5.0
7003412,2957,6.0,6.0,Agent,Laarge Business,Engineer,Male,5,Executive,2.0,Married,21119.0,0,3.0,538112.0,North,Yearly,5,5.0
7003413,4263,9.0,13.0,Agent,Small Business,Under Graduate,Female,4,Executive,5.0,Married,21313.0,0,3.0,596764.0,North,Half Yearly,1,1.0
7003414,4298,26.0,13.0,Agent,Small Business,UG,Male,4,Executive,2.0,Single,19538.0,0,2.0,455626.0,West,Half Yearly,1,5.0
7003415,5232,31.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Single,20929.0,1,8.0,716818.0,North,Half Yearly,1,3.0
7003416,6033,36.0,12.0,Agent,Large Business,Engineer,Female,5,Manager,4.0,Married,24130.0,1,2.0,929005.0,North,Yearly,8,1.0
7003417,5664,28.0,34.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Married,22654.0,0,3.0,1019430.0,West,Half Yearly,3,5.0
7003418,3944,16.0,12.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,28170.0,1,2.0,508750.0,North,Half Yearly,1,4.0
7003419,4309,4.0,22.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Single,20519.0,0,5.0,530006.0,West,Half Yearly,3,4.0
7003420,2729,14.0,8.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Married,22741.0,1,3.0,392964.0,North,Half Yearly,5,3.0
7003421,3254,16.0,10.0,Agent,Salaried,Post Graduate,Female,5,Manager,5.0,Married,23245.0,1,2.0,624826.0,West,Yearly,3,1.0
7003422,5603,34.0,17.0,Agent,Salaried,Graduate,Female,5,Manager,2.0,Married,24363.0,0,2.0,857334.0,North,Yearly,9,4.0
7003423,4245,25.0,4.0,Third Party Partner,Salaried,MBA,Male,5,Manager,2.0,Single,22343.0,0,2.0,534891.0,North,Yearly,9,3.0
7003424,3528,14.0,18.0,Agent,Salaried,Graduate,Male,4,AVP,6.0,Married,35280.0,0,2.0,575064.0,North,Half Yearly,17,3.0
7003425,3850,23.0,23.0,Agent,Salaried,Graduate,Female,5,Executive,4.0,Married,21390.0,1,3.0,666085.0,West,Yearly,1,4.0
7003426,3744,11.0,11.0,Agent,Small Business,Under Graduate,Female,2,Manager,4.0,Single,24957.0,0,9.0,595224.0,West,Monthly,8,1.0
7003427,6414,38.0,19.0,Third Party Partner,Small Business,Under Graduate,Female,4,AVP,2.0,Married,35631.0,0,5.0,1180099.0,West,Half Yearly,8,5.0
7003428,5873,12.0,12.0,Agent,Salaried,Graduate,Male,2,Manager,6.0,Married,23490.0,0,5.0,734063.0,North,Monthly,3,3.0
7003429,3530,11.0,18.0,Online,Laarge Business,Engineer,Male,6,Executive,6.0,Married,20764.0,1,1.0,473004.0,West,Yearly,1,3.0
7003430,2315,12.0,2.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,21044.0,0,2.0,381949.0,North,Half Yearly,1,3.0
7003431,4314,17.0,26.0,Agent,Small Business,Diploma,Male,5,Manager,5.0,Married,23964.0,0,1.0,841136.0,West,Yearly,4,4.0
7003432,2742,8.0,5.0,Agent,Small Business,Diploma,Female,4,Manager,5.0,Married,22850.0,0,4.0,394848.0,West,Half Yearly,5,3.0
7003433,4135,12.0,12.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,6.0,Married,0.0,0,1.0,421734.0,West,Half Yearly,8,3.0
7003434,5509,11.0,22.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Married,25040.0,1,3.0,666565.0,West,Half Yearly,5,1.0
7003435,3453,3.0,7.0,Agent,Small Business,Under Graduate,Female,5,Manager,2.0,Married,26560.0,1,7.0,548995.0,North,Yearly,2,3.0
7003436,2917,12.0,6.0,Agent,Small Business,Under Graduate,Female,2,Executive,4.0,Married,22435.0,0,1.0,309154.0,North,Monthly,3,5.0
7003437,2520,5.0,10.0,Third Party Partner,Salaried,Post Graduate,Male,2,Executive,2.0,Married,21001.0,0,1.0,441021.0,North,Monthly,8,4.0
7003438,5964,6.0,6.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,4.0,Single,23856.0,0,3.0,667968.0,West,Half Yearly,4,1.0
7003439,5268,5.0,26.0,Agent,Small Business,Diploma,Male,4,Manager,4.0,Single,23944.0,0,13.0,805955.0,West,Half Yearly,10,1.0
7003440,3794,4.0,4.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,2.0,Married,25291.0,1,2.0,474206.0,West,Yearly,8,1.0
7003441,2346,7.0,5.0,Third Party Partner,Laarge Business,Engineer,Male,2,Executive,6.0,Single,19548.0,0,4.0,375322.0,West,Monthly,1,3.0
7003442,4355,22.0,9.0,Online,Salaried,Graduate,Female,6,Manager,4.0,Married,24193.0,0,2.0,465957.0,West,Yearly,3,5.0
7003443,5171,5.0,10.0,Agent,Laarge Business,Engineer,Male,4,Executive,5.0,Married,20683.0,0,5.0,853174.0,West,Half Yearly,3,4.0
7003444,3873,23.0,12.0,Third Party Partner,Salaried,Post Graduate,Male,5,Manager,2.0,Married,24204.0,1,5.0,584769.0,West,Yearly,12,1.0
7003445,6228,19.0,6.0,Agent,Small Business,Diploma,Female,4,Manager,4.0,Single,28311.0,1,7.0,710040.0,West,Half Yearly,3,5.0
7003446,5503,33.0,17.0,Online,Large Business,Engineer,Male,4,Manager,5.0,Married,23924.0,0,3.0,566760.0,North,Half Yearly,8,3.0
7003447,2622,3.0,13.0,Agent,Small Business,Diploma,Female,5,Manager,6.0,Married,23837.0,0,5.0,325137.0,West,Yearly,1,5.0
7003448,3305,17.0,7.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Married,23608.0,0,2.0,403225.0,West,Half Yearly,10,4.0
7003449,3912,12.0,8.0,Third Party Partner,Small Business,Under Graduate,Female,5,Manager,5.0,Married,20590.0,1,5.0,434243.0,West,Yearly,8,1.0
7003450,6540,39.0,26.0,Agent,Salaried,Graduate,Female,4,AVP,2.0,Married,36332.0,1,10.0,850169.0,North,Half Yearly,1,5.0
7003451,4387,26.0,26.0,Third Party Partner,Salaried,Graduate,Female,2,Executive,4.0,Single,20889.0,1,4.0,833471.0,West,Monthly,4,1.0
7003452,2323,5.0,12.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,23228.0,0,5.0,385585.0,North,Half Yearly,4,1.0
7003453,4514,5.0,23.0,Third Party Partner,Salaried,Graduate,Male,4,VP,2.0,Married,37618.0,0,7.0,537185.0,West,Half Yearly,4,3.0
7003454,5651,17.0,11.0,Agent,Small Business,Diploma,Male,4,Manager,2.0,Married,23544.0,1,10.0,570707.0,North,Half Yearly,1,1.0
7003455,3198,13.0,13.0,Third Party Partner,Salaried,MBA,Female,5,Executive,5.0,Married,21320.0,0,6.0,447720.0,West,Yearly,1,1.0
7003456,4477,9.0,4.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Married,21320.0,0,2.0,568604.0,North,Half Yearly,5,3.0
7003457,3914,4.0,23.0,Online,Small Business,Under Graduate,Male,4,Executive,4.0,Single,20601.0,0,3.0,759353.0,West,Half Yearly,5,3.0
7003458,4735,9.0,5.0,Online,Small Business,Under Graduate,Male,4,Executive,6.0,Married,21522.0,1,7.0,634469.0,West,Half Yearly,4,1.0
7003459,2127,9.0,6.0,Online,Salaried,Graduate,Male,2,Executive,5.0,Married,21267.0,0,4.0,350906.0,North,Monthly,3,5.0
7003460,6519,7.0,33.0,Agent,Small Business,Diploma,Male,4,Senior Manager,2.0,Single,28345.0,0,7.0,1193041.0,West,Half Yearly,2,5.0
7003461,3792,8.0,15.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Married,27085.0,0,5.0,712877.0,West,Half Yearly,2,1.0
7003462,5331,32.0,11.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,21324.0,0,10.0,879615.0,North,Half Yearly,7,5.0
7003463,2621,5.0,13.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Married,23830.0,0,1.0,335526.0,West,Half Yearly,3,3.0
7003464,5779,6.0,23.0,Online,Small Business,Under Graduate,Female,4,Manager,2.0,Married,25124.0,0,2.0,1074805.0,West,Half Yearly,3,3.0
7003465,2581,13.0,3.0,Third Party Partner,Salaried,Graduate,Male,6,Manager,6.0,Married,23460.0,0,1.0,381929.0,West,Yearly,8,1.0
7003466,4581,9.0,27.0,Agent,Laarge Business,Engineer,Male,5,Executive,2.0,Married,20824.0,0,2.0,710098.0,West,Yearly,4,3.0
7003467,5329,21.0,27.0,Agent,Salaried,Graduate,Male,5,Executive,6.0,Single,21315.0,0,3.0,804641.0,West,Yearly,1,3.0
7003468,5679,34.0,28.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Married,23661.0,1,7.0,1135728.0,West,Half Yearly,10,4.0
7003469,3836,8.0,23.0,Agent,Small Business,Diploma,Male,4,Manager,2.0,Single,22562.0,0,2.0,552318.0,West,Half Yearly,8,1.0
7003470,3658,11.0,18.0,Agent,Salaried,Graduate,Male,5,Manager,2.0,Single,28136.0,0,3.0,709590.0,West,Yearly,1,1.0
7003471,4093,8.0,25.0,Third Party Partner,Small Business,Diploma,Male,4,Manager,2.0,Married,24074.0,1,7.0,564776.0,North,Half Yearly,9,3.0
7003472,3758,8.0,15.0,Agent,Salaried,Graduate,Male,4,Senior Manager,6.0,Single,28905.0,1,1.0,541102.0,North,Half Yearly,3,3.0
7003473,4698,28.0,28.0,Agent,Salaried,Graduate,Female,4,Manager,4.0,Married,21354.0,0,1.0,742265.0,North,Half Yearly,4,5.0
7003474,2687,3.0,8.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Married,24425.0,0,2.0,378832.0,West,Half Yearly,9,5.0
7003475,5453,11.0,11.0,Agent,Salaried,Graduate,Male,4,Senior Manager,4.0,Married,25967.0,0,2.0,741618.0,East,Half Yearly,10,1.0
7003476,5362,16.0,16.0,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,5.0,Married,21448.0,1,2.0,949074.0,West,Half Yearly,3,1.0
7003477,8380,42.0,8.0,Agent,Salaried,MBA,Male,2,VP,5.0,Married,38093.0,1,13.0,905090.0,North,Monthly,5,5.0
7003478,3721,22.0,22.0,Agent,Small Business,UG,Fe male,6,Executive,2.0,Married,19586.0,1,9.0,666120.0,West,Yearly,1,5.0
7003479,6042,24.0,18.0,Agent,Small Business,Diploma,Male,4,AVP,6.0,Single,0.0,0,2.0,833744.0,North,Half Yearly,11,1.0
7003480,4558,18.0,27.0,Online,Salaried,Graduate,Male,5,Manager,4.0,Single,22789.0,0,9.0,683670.0,West,Yearly,8,3.0
7003481,5603,28.0,28.0,Online,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Married,0.0,0,2.0,1092530.0,West,Half Yearly,9,1.0
7003482,5724,6.0,34.0,Agent,Small Business,Under Graduate,Female,4,Manager,6.0,Single,22897.0,1,7.0,652565.0,North,Half Yearly,5,1.0
7003483,3692,11.0,18.0,Agent,Salaried,Graduate,Male,5,Manager,4.0,Single,23074.0,0,3.0,631305.0,West,Yearly,3,3.0
7003484,4010,16.0,12.0,Agent,Salaried,Post Graduate,Male,4,Executive,2.0,Single,21104.0,0,2.0,689679.0,North,Half Yearly,5,5.0
7003485,2726,5.0,14.0,Third Party Partner,Large Business,Engineer,Female,4,Manager,4.0,Married,24780.0,0,4.0,381612.0,North,Half Yearly,5,3.0
7003486,2655,11.0,16.0,Agent,Small Business,Diploma,Female,4,Manager,5.0,Married,24134.0,0,2.0,467234.0,North,Half Yearly,11,3.0
7003487,3303,17.0,13.0,Agent,Salaried,MBA,Female,4,Executive,5.0,Married,20644.0,0,3.0,389759.0,West,Half Yearly,3,4.0
7003488,3775,11.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Married,22205.0,0,3.0,690798.0,North,Half Yearly,8,5.0
7003489,4935,10.0,5.0,Agent,Salaried,Post Graduate,Male,4,Executive,4.0,Married,22434.0,1,1.0,503419.0,West,Half Yearly,3,5.0
7003490,2980,6.0,9.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Single,27090.0,0,1.0,476784.0,West,Half Yearly,12,3.0
7003491,3888,23.0,4.0,Online,Small Business,Under Graduate,Male,5,Executive,4.0,Married,20465.0,0,1.0,773782.0,West,Yearly,1,3.0
7003492,5266,5.0,26.0,Agent,Salaried,Graduate,Male,4,Manager,5.0,Married,22897.0,0,11.0,837343.0,West,Half Yearly,9,4.0
7003493,2583,8.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21524.0,0,3.0,452004.0,West,Half Yearly,3,4.0
7003494,4518,23.0,14.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,4.0,Married,23778.0,0,3.0,709298.0,North,Yearly,8,4.0
7003495,2864,14.0,17.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Married,23867.0,1,4.0,509799.0,West,Half Yearly,3,1.0
7003496,4673,28.0,5.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,21239.0,0,6.0,663506.0,North,Half Yearly,1,1.0
7003497,3346,13.0,10.0,Online,Small Business,Under Graduate,Female,4,Senior Manager,5.0,Married,0.0,0,3.0,378046.0,North,Half Yearly,13,5.0
7003498,2534,10.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Married,21117.0,1,5.0,486536.0,West,Half Yearly,3,5.0
7003499,5021,25.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Single,21832.0,0,2.0,989208.0,North,Half Yearly,3,3.0
7003500,4711,9.0,5.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Single,23555.0,0,7.0,833847.0,West,Half Yearly,9,4.0
7003501,2334,7.0,9.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Married,23335.0,1,5.0,338358.0,North,Half Yearly,2,1.0
7003502,5111,10.0,10.0,Agent,Salaried,Graduate,Female,5,Executive,5.0,Single,21294.0,0,2.0,751252.0,West,Yearly,2,3.0
7003503,4381,13.0,26.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,20863.0,0,3.0,674709.0,West,Half Yearly,1,1.0
7003504,4560,27.0,14.0,Agent,Small Business,Under Graduate,Male,5,Executive,5.0,Married,20726.0,0,1.0,893705.0,North,Yearly,3,1.0
7003505,2482,10.0,10.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Single,22565.0,0,5.0,441823.0,West,Half Yearly,8,4.0
7003506,5383,22.0,5.0,Agent,Small Business,Under Graduate,Female,6,Senior Manager,4.0,Married,0.0,0,2.0,1038863.0,West,Yearly,12,1.0
7003507,6642,13.0,20.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Married,28879.0,0,16.0,976399.0,West,Half Yearly,8,5.0
7003508,6118,24.0,6.0,Agent,Salaried,Graduate,Female,2,Senior Manager,0.0,Married,0.0,1,2.0,1211402.0,West,Monthly,9,1.0
7003509,4673,19.0,28.0,Agent,Salaried,Post Graduate,Female,4,Manager,4.0,Married,23364.0,1,1.0,504662.0,West,Half Yearly,5,1.0
7003510,4827,14.0,14.0,Online,Salaried,Graduate,Male,4,Executive,2.0,Married,21939.0,0,8.0,863958.0,West,Half Yearly,1,1.0
7003511,2298,5.0,9.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Single,20893.0,1,3.0,379208.0,West,Half Yearly,3,4.0
7003512,4376,22.0,22.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,20837.0,1,1.0,770136.0,West,Half Yearly,3,1.0
7003513,7199,14.0,22.0,Online,Salaried,Graduate,Male,4,VP,2.0,Single,37888.0,0,1.0,1007821.0,West,Half Yearly,4,4.0
7003514,2430,2.0,15.0,Third Party Partner,Small Business,Diploma,Male,4,Executive,6.0,Married,20247.0,0,2.0,396031.0,West,Half Yearly,1,5.0
7003515,4437,27.0,18.0,Agent,Small Business,Under Graduate,Female,5,Senior Manager,2.0,Married,26101.0,0,5.0,514712.0,North,Yearly,5,3.0
7003516,4718,19.0,28.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,5.0,Married,23588.0,0,3.0,504783.0,North,Half Yearly,3,3.0
7003517,5695,28.0,6.0,Online,Salaried,Graduate,Male,4,Manager,4.0,Married,24763.0,0,2.0,991015.0,West,Half Yearly,10,3.0
7003518,3487,3.0,10.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,23244.0,1,8.0,522990.0,West,Half Yearly,3,3.0
7003519,7841,8.0,47.0,Agent,Salaried,Graduate,Male,4,VP,4.0,Married,37337.0,0,3.0,791918.0,West,Half Yearly,15,3.0
7003520,3119,12.0,3.0,Agent,Laarge Business,Engineer,Male,4,Executive,4.0,Married,20796.0,0,3.0,564611.0,North,Half Yearly,9,4.0
7003521,3523,18.0,14.0,Agent,Salaried,Graduate,Female,5,AVP,5.0,Married,0.0,0,2.0,398096.0,West,Yearly,11,5.0
7003522,4782,24.0,10.0,Agent,Small Business,Diploma,Female,5,Manager,4.0,Married,25169.0,0,6.0,817741.0,North,Yearly,8,5.0
7003523,5727,29.0,34.0,Online,Small Business,Diploma,Male,6,Manager,2.0,Married,23863.0,0,3.0,990792.0,West,Yearly,12,1.0
7003524,5753,29.0,35.0,Agent,Salaried,Graduate,Male,5,Manager,5.0,Married,27395.0,0,12.0,1144837.0,West,Yearly,5,3.0
7003525,4179,13.0,13.0,Agent,Laarge Business,Engineer,Male,4,Executive,6.0,Single,20896.0,0,2.0,589267.0,North,Half Yearly,3,1.0
7003526,6278,13.0,13.0,Agent,Salaried,Graduate,Female,4,Senior Manager,2.0,Single,27294.0,1,1.0,954198.0,West,Half Yearly,8,1.0
7003527,3808,8.0,23.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Married,23800.0,0,3.0,662592.0,North,Half Yearly,10,4.0
7003528,4533,14.0,23.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Married,25185.0,0,4.0,589329.0,North,Half Yearly,2,3.0
7003529,4017,8.0,24.0,Agent,Small Business,Diploma,Female,5,Manager,2.0,Married,25109.0,0,5.0,763314.0,North,Yearly,1,1.0
7003530,4661,9.0,28.0,Agent,Salaried,Graduate,Female,4,Manager,4.0,Single,23307.0,0,14.0,806422.0,West,Half Yearly,2,1.0
7003531,3828,11.0,11.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Single,21266.0,0,10.0,581838.0,West,Yearly,3,5.0
7003532,2898,14.0,12.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Married,24146.0,1,4.0,402755.0,North,Half Yearly,3,3.0
7003533,2864,9.0,17.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Married,20458.0,0,4.0,389520.0,North,Half Yearly,3,1.0
7003534,3001,12.0,6.0,Agent,Salaried,Graduate,Female,6,Executive,2.0,Married,21434.0,0,1.0,444112.0,North,Yearly,2,3.0
7003535,2923,15.0,15.0,Agent,Salaried,Post Graduate,Male,5,Manager,5.0,Married,22482.0,1,1.0,555305.0,West,Yearly,4,4.0
7003536,4671,5.0,19.0,Agent,Small Business,Under Graduate,Female,5,Executive,6.0,Single,22242.0,0,1.0,555828.0,North,Yearly,5,1.0
7003537,4690,28.0,19.0,Agent,Small Business,Diploma,Male,5,Senior Manager,6.0,Married,0.0,1,4.0,633118.0,West,Yearly,1,5.0
7003538,4268,26.0,17.0,Agent,Small Business,Diploma,Female,5,AVP,2.0,Married,0.0,0,3.0,712809.0,West,Yearly,7,1.0
7003539,7098,28.0,43.0,Online,Small Business,Under Graduate,Male,4,Manager,6.0,Single,28393.0,0,6.0,1362864.0,North,Half Yearly,8,1.0
7003540,3428,10.0,17.0,Agent,Salaried,Post Graduate,Female,5,Executive,4.0,Single,21423.0,0,1.0,551856.0,East,Yearly,1,1.0
7003541,3575,14.0,18.0,Third Party Partner,Small Business,Under Graduate,Male,2,Manager,2.0,Married,21028.0,0,4.0,446845.0,West,Monthly,4,3.0
7003542,4836,5.0,19.0,Agent,Small Business,Under Graduate,Male,5,Senior Manager,6.0,Married,28448.0,0,1.0,623865.0,West,Yearly,8,4.0
7003543,2706,16.0,11.0,Agent,Salaried,Graduate,Male,2,Manager,5.0,Married,24599.0,1,1.0,495178.0,West,Monthly,4,4.0
7003544,5485,22.0,27.0,Third Party Partner,Small Business,Under Graduate,Male,5,Manager,5.0,Married,23847.0,0,16.0,926933.0,North,Yearly,9,3.0
7003545,2743,11.0,3.0,Agent,Small Business,Under Graduate,Male,2,Manager,4.0,Married,22861.0,0,5.0,277075.0,West,Monthly,3,3.0
7003546,6113,18.0,37.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,24450.0,1,4.0,886313.0,North,Half Yearly,6,4.0
7003547,4010,12.0,4.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,5.0,Married,23587.0,0,1.0,489194.0,North,Yearly,8,1.0
7003548,4109,25.0,4.0,Agent,Salaried,Post Graduate,Male,5,Executive,4.0,Single,20547.0,1,1.0,456143.0,North,Yearly,1,3.0
7003549,3205,3.0,19.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,4.0,Married,21366.0,1,6.0,519194.0,West,Half Yearly,1,1.0
7003550,3947,24.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Married,21925.0,0,2.0,619601.0,West,Half Yearly,3,5.0
7003551,4090,16.0,16.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Single,21525.0,0,5.0,727976.0,North,Half Yearly,7,3.0
7003552,4859,5.0,10.0,Agent,Small Business,Under Graduate,Female,2,Executive,6.0,Married,21127.0,1,1.0,864939.0,West,Monthly,1,1.0
7003553,4230,25.0,8.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21150.0,0,11.0,583740.0,North,Half Yearly,1,3.0
7003554,3358,17.0,10.0,Third Party Partner,Salaried,Graduate,Male,5,Senior Manager,4.0,Single,27983.0,0,2.0,520484.0,West,Yearly,9,3.0
7003555,5687,11.0,6.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Married,23694.0,0,14.0,710820.0,North,Half Yearly,8,3.0
7003556,2715,8.0,8.0,Agent,Small Business,Under Graduate,Male,2,Executive,5.0,Married,20883.0,0,1.0,504951.0,West,Monthly,4,4.0
7003557,2718,14.0,5.0,Agent,Salaried,Graduate,Female,5,Manager,4.0,Single,22650.0,1,1.0,293544.0,West,Yearly,9,1.0
7003558,3419,14.0,3.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21368.0,0,5.0,475224.0,West,Half Yearly,4,3.0
7003559,4646,5.0,19.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,21118.0,0,8.0,892024.0,North,Half Yearly,3,3.0
7003560,4916,5.0,15.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Single,20485.0,1,2.0,884952.0,West,Yearly,4,1.0
7003561,5972,36.0,30.0,Agent,Salaried,Graduate,Female,2,Senior Manager,6.0,Married,28437.0,0,12.0,758415.0,West,Monthly,9,5.0
7003562,3263,7.0,13.0,Agent,Salaried,Graduate,Male,2,Executive,5.0,Married,21755.0,1,1.0,352431.0,North,Monthly,6,1.0
7003563,5348,21.0,11.0,Online,Small Business,Under Graduate,Male,2,Executive,2.0,Married,21392.0,1,13.0,855680.0,North,Monthly,1,3.0
7003564,6777,27.0,14.0,Agent,Salaried,Graduate,Female,5,AVP,2.0,Married,33884.0,0,0.0,1158833.0,North,Yearly,8,3.0
7003565,3808,23.0,11.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,22401.0,1,6.0,742593.0,West,Half Yearly,3,1.0
7003566,2247,4.0,7.0,Online,Salaried,Post Graduate,Female,2,Manager,4.0,Married,22468.0,0,3.0,233667.0,North,Monthly,4,5.0
7003567,3498,17.0,10.0,Agent,Salaried,Graduate,Male,5,Executive,6.0,Single,21864.0,0,3.0,587704.0,West,Yearly,4,1.0
7003568,5786,35.0,29.0,Agent,Salaried,Graduate,Female,4,Senior Manager,5.0,Single,0.0,0,12.0,1081924.0,West,Half Yearly,12,5.0
7003569,4922,25.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,19689.0,0,4.0,506992.0,North,Half Yearly,1,5.0
7003570,2570,13.0,10.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,21417.0,0,1.0,259574.0,West,Half Yearly,4,4.0
7003571,8261,25.0,50.0,Agent,Salaried,Post Graduate,Female,4,VP,4.0,Married,37551.0,0,25.0,1255705.0,West,Half Yearly,9,4.0
7003572,3356,17.0,7.0,Third Party Partner,Salaried,Graduate,Female,6,Executive,6.0,Single,22376.0,1,2.0,369204.0,North,Yearly,8,4.0
7003573,4298,21.0,21.0,Agent,Small Business,Diploma,Male,4,Manager,5.0,Married,25282.0,0,6.0,782225.0,West,Half Yearly,3,3.0
7003574,4306,13.0,22.0,Agent,Small Business,Under Graduate,Female,5,Senior Manager,2.0,Married,28705.0,0,7.0,843927.0,West,Yearly,18,4.0
7003575,6359,38.0,25.0,Agent,Small Business,Diploma,Female,4,VP,6.0,Single,37404.0,0,3.0,794835.0,West,Half Yearly,2,1.0
7003576,3981,16.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Single,20953.0,0,2.0,688725.0,North,Half Yearly,1,3.0
7003577,5981,36.0,30.0,Agent,Salaried,Post Graduate,Male,4,Manager,2.0,Married,24922.0,1,9.0,945042.0,West,Half Yearly,4,3.0
7003578,2686,3.0,3.0,Agent,Small Business,Under Graduate,Male,5,Executive,4.0,Single,20663.0,0,1.0,300853.0,West,Yearly,9,4.0
7003579,3287,13.0,10.0,Agent,Laarge Business,Engineer,Male,4,Manager,2.0,Married,20543.0,0,2.0,591638.0,West,Half Yearly,1,1.0
7003580,5188,10.0,26.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,20750.0,1,2.0,721063.0,North,Half Yearly,1,3.0
